AtomicNumber,AtomicMass,Electronegativity,IonizationEnergy,BoilingPoint,MeltingPoint,BondLength,CovalentRadius,VanDerWaalsRadius,ElectronAffinity,Density,HeatCapacity,OxidationState,Polarizability,DipoleMoment,RefractiveIndex,SurfaceTension,Viscosity,SolubilityWater,SolubilityEthanol,BandGap,LatticeEnergy,CrystalFieldStab,MolarVolume,Conductivity,ThermalConductivity,Hardness,ElasticModulus,PoissonRatio,WorkFunction,MagneticSusceptibility,SpinMultiplicity,SymmetryNumber,QuantumYield,pKa,pKb,DielectricConstant,RedoxPotential,FluorescenceWavelength,AbsorptionWavelength,EmissionWavelength,HalfLife,RateConstant,DiffusionCoeff,ActivationEnergy,ReactionEnthalpy,ReactionEntropy,ReactionGibbsEnergy,PartitionCoeff,LogP,TopologicalPolarSurfaceArea,RotatableBonds,HBA,HBD,FormalCharge,OxidationPotential,ReductionPotential,ElectronDensity,HOMO,LUMO,Class
2.11,3.19,4.15,2.86,1.21,4.38,12.989999999999998,13.900000000000002,6.950000000000001,5.680000000000001,8.690000000000001,19.35,14.78,18.709999999999997,19.939999999999998,32.83,68.61,58.14,25.0,17.34,33.629999999999995,55.879999999999995,65.92,70.12,80.99,89.01,87.45,78.86999999999999,87.25,93.76,89.2,75.08,68.32000000000001,76.1,90.16999999999999,100.0,91.23,73.88,59.150000000000006,40.57,30.19,23.31,29.310000000000002,22.98,23.91,19.1,10.96,3.0,1.71,3.83,0.53,0.8999999999999999,0.42,1.53,1.06,0.2,1.05,0.49,0.7000000000000001,0.8,Biochemical
0.9299999999999999,2.69,2.17,3.39,3.05,11.72,14.499999999999998,6.38,7.3999999999999995,13.600000000000001,21.32,37.38,37.38,26.729999999999997,23.330000000000002,53.669999999999995,73.11999999999999,76.59,62.71,43.95,43.3,43.26,55.44,73.6,85.89,89.89,94.19999999999999,94.01,93.78999999999999,85.75,72.84,67.0,75.47,87.72999999999999,99.19,99.22,94.19,83.88,66.05,48.16,29.17,17.69,11.360000000000001,7.01,15.78,19.38,11.06,6.93,1.76,2.0500000000000003,3.09,2.12,0.91,0.5599999999999999,0.86,0.9199999999999999,0.7000000000000001,1.16,0.6,1.0999999999999999,Inorganic
2.5700000000000003,4.47,3.88,2.39,13.15,13.23,16.08,21.45,8.469999999999999,5.609999999999999,8.91,8.61,15.310000000000002,15.24,18.490000000000002,28.71,20.09,27.48,50.17,21.72,49.78,52.65,36.47,57.68,51.61,57.15,40.06,36.5,66.85,86.59,80.52,40.82,33.79,50.92,67.75999999999999,73.13,60.62,70.39999999999999,88.49000000000001,89.79,77.51,72.47,77.33,77.62,60.089999999999996,45.14,30.959999999999997,18.59,9.56,2.06,2.06,0.96,1.53,0.96,1.31,1.9800000000000002,0.25,1.9900000000000002,2.55,1.7999999999999998,Organic
4.08,6.529999999999999,3.9699999999999998,6.04,4.96,18.17,11.78,10.24,5.83,21.759999999999998,24.59,33.32,30.869999999999997,26.13,32.32,37.31,42.03,53.64,70.62,81.96,88.35,82.99,76.09,76.05,83.67,89.05,76.52,58.97,30.37,8.23,27.87,72.41,80.32000000000001,80.5,76.75999999999999,74.68,62.529999999999994,17.299999999999997,29.160000000000004,50.029999999999994,52.2,48.24,40.04,38.769999999999996,16.509999999999998,4.42,6.63,4.18,4.75,2.35,0.66,0.62,1.29,1.8399999999999999,0.69,1.9800000000000002,1.9900000000000002,1.02,0.7000000000000001,0.5499999999999999,Polymer
3.08,3.39,2.02,8.89,15.7,17.5,9.2,13.530000000000001,15.93,27.950000000000003,33.36,29.4,16.08,33.35,49.85,72.95,73.5,82.53,87.92999999999999,96.57,100.0,87.07000000000001,64.71000000000001,59.730000000000004,82.17999999999999,77.55,61.11,41.949999999999996,29.9,13.54,24.38,56.24,55.55,69.63000000000001,72.98,70.22,54.67999999999999,14.21,47.38,64.1,43.75,31.78,23.77,28.08,13.74,11.360000000000001,10.34,6.88,4.22,1.17,0.7000000000000001,1.67,1.27,1.38,0.8999999999999999,0.51,0.29,1.22,0.5599999999999999,0.2,Organic
3.73,2.81,2.32,2.25,1.79,7.33,8.41,10.31,9.93,8.02,15.64,25.650000000000002,26.240000000000002,11.790000000000001,5.970000000000001,15.629999999999999,22.41,35.86,17.919999999999998,32.56,60.79,69.88,83.91,85.53,77.10000000000001,62.150000000000006,57.36,44.019999999999996,40.56,44.11,51.300000000000004,59.650000000000006,72.72,65.39,59.019999999999996,53.93,48.97,40.81,41.449999999999996,60.029999999999994,71.96000000000001,66.33,62.870000000000005,40.87,32.12,25.180000000000003,14.82,9.879999999999999,3.17,2.69,0.66,0.08,0.44999999999999996,0.24,0.06,0.73,0.96,0.54,0.8500000000000001,0.6,Inorganic
1.9,0.38,6.419999999999999,4.52,3.3300000000000005,6.9,9.01,14.540000000000001,7.3999999999999995,3.49,14.59,34.73,31.97,28.23,1.66,5.72,21.64,45.629999999999995,38.190000000000005,56.269999999999996,64.84,72.35000000000001,82.42,87.66000000000001,100.0,85.82,65.63,50.870000000000005,48.17,45.300000000000004,45.21,45.32,53.849999999999994,53.080000000000005,53.559999999999995,52.71,42.6,24.36,12.049999999999999,38.45,41.07,50.67,42.16,24.79,15.86,11.24,6.510000000000001,7.89,3.25,0.7000000000000001,0.26,0.9299999999999999,1.18,1.1199999999999999,0.9400000000000001,1.4000000000000001,0.72,0.22,0.5499999999999999,1.22,Biochemical
1.1900000000000002,5.82,6.23,6.0,13.969999999999999,18.83,14.219999999999999,14.469999999999999,4.87,8.64,21.43,37.2,26.650000000000002,21.13,11.03,11.360000000000001,19.34,41.42,32.79,62.22,74.68,76.75999999999999,78.67,82.53,100.0,94.81,75.39,60.08,54.37,53.87,56.19,51.41,60.84,56.21000000000001,59.56,60.78,50.24999999999999,28.29,4.77,28.110000000000003,34.22,51.470000000000006,43.72,24.7,17.080000000000002,13.43,8.38,7.55,3.04,0.74,0.69,0.25,1.03,0.74,1.23,0.69,0.76,0.73,0.3,1.38,Biochemical
3.53,7.13,3.26,2.7199999999999998,3.6999999999999997,7.920000000000001,10.83,6.87,2.98,8.799999999999999,10.780000000000001,9.790000000000001,22.5,28.189999999999998,20.990000000000002,12.4,16.99,9.39,10.91,14.099999999999998,12.68,31.509999999999998,14.299999999999999,22.64,57.56,78.75999999999999,71.58,59.98,55.83,62.949999999999996,76.59,89.4,84.36,68.07,83.8,100.0,94.97,78.66,56.47,34.8,25.85,23.04,29.48,33.629999999999995,30.17,21.93,13.16,10.780000000000001,5.59,0.35000000000000003,0.98,1.63,2.42,0.43,2.02,1.08,0.37,0.96,0.9299999999999999,0.53,Organic
1.31,0.6799999999999999,3.08,3.11,0.8500000000000001,7.670000000000001,7.71,6.4,7.26,9.01,7.5,8.44,12.26,16.189999999999998,23.169999999999998,29.34,35.260000000000005,36.57,32.21,30.930000000000003,40.839999999999996,42.85,46.63,59.56,69.48,83.86,88.75,64.03999999999999,33.08,34.25,49.2,45.92,30.34,43.66,51.74999999999999,51.22,47.46,49.02,46.03,44.6,41.959999999999994,28.73,22.96,9.49,0.95,5.27,3.83,1.0699999999999998,1.08,0.77,1.09,0.62,0.27999999999999997,0.4,0.75,0.38999999999999996,0.53,0.13,0.52,0.22999999999999998,Organic
0.8699999999999999,0.45999999999999996,0.8099999999999999,2.3,5.86,6.819999999999999,9.93,7.17,5.76,8.18,13.15,18.62,27.889999999999997,25.790000000000003,22.400000000000002,25.679999999999996,29.330000000000002,29.909999999999997,39.24,46.910000000000004,56.65,64.64,67.74,75.77000000000001,88.56,94.19,100.0,85.64,67.9,55.87,41.47,29.459999999999997,20.25,6.88,11.709999999999999,21.57,22.16,27.76,23.09,14.44,15.129999999999999,17.45,17.560000000000002,14.24,9.08,1.38,4.6899999999999995,4.8,1.59,0.44999999999999996,0.15,0.52,0.38,0.79,1.1400000000000001,0.5,0.3,0.64,0.58,0.3,Polymer
2.93,3.7800000000000002,2.5700000000000003,0.62,1.3,6.12,8.95,11.07,9.73,7.51,5.28,12.09,17.630000000000003,20.39,27.27,23.21,26.76,29.34,32.95,49.1,54.02,62.57,68.26,75.27000000000001,85.04,89.38000000000001,99.28,91.34,70.8,63.18,61.260000000000005,46.379999999999995,27.97,17.21,16.650000000000002,25.61,27.35,32.09,27.24,18.8,15.52,25.22,21.21,18.01,14.729999999999999,6.81,10.91,9.19,3.9699999999999998,0.9299999999999999,0.76,0.65,0.72,1.08,0.51,1.02,0.41000000000000003,0.5499999999999999,0.5,0.8699999999999999,Polymer
1.32,0.8,1.8800000000000001,1.41,4.36,6.68,6.09,1.31,8.99,9.22,14.45,14.75,20.87,25.580000000000002,26.029999999999998,19.85,23.94,31.34,40.77,45.29,48.93,56.66,62.339999999999996,67.41,82.82000000000001,88.23,91.96,89.64999999999999,75.49,67.36,64.63,50.07,36.63,22.98,13.62,21.23,23.95,26.729999999999997,28.65,20.599999999999998,16.59,26.33,25.52,16.96,14.67,12.86,9.26,7.16,3.25,2.58,1.3599999999999999,0.44,0.27999999999999997,0.21,0.22,0.48,1.38,1.4000000000000001,0.27999999999999997,0.64,Polymer
2.01,1.16,1.23,2.45,5.47,2.08,8.91,8.36,13.350000000000001,11.99,17.419999999999998,13.87,20.419999999999998,25.8,26.16,20.97,25.319999999999997,32.129999999999995,43.269999999999996,47.599999999999994,53.28000000000001,60.57,66.96,74.76,89.3,94.05,100.0,97.85000000000001,84.73,76.39,67.01,49.89,37.18,21.959999999999997,14.16,26.8,26.3,31.04,33.92,21.23,11.700000000000001,26.55,22.03,15.409999999999998,14.64,10.440000000000001,12.25,7.449999999999999,4.9,2.2399999999999998,0.32,0.76,0.44999999999999996,0.5599999999999999,0.75,0.37,0.44999999999999996,0.29,0.08,0.18,Inorganic
1.52,1.02,1.13,2.63,0.97,3.91,8.57,9.15,9.49,15.040000000000001,19.11,21.15,22.49,25.729999999999997,17.01,20.23,25.380000000000003,34.17,40.26,45.53,55.25,59.91,58.540000000000006,71.14,95.0,98.58,100.0,95.78,86.42,71.28,58.93000000000001,43.230000000000004,28.970000000000002,17.44,7.7,22.97,24.59,31.009999999999998,33.12,22.2,8.709999999999999,20.64,18.08,16.24,11.200000000000001,8.15,11.17,9.5,4.12,1.2,0.48,0.49,0.41000000000000003,0.36,0.13,0.45999999999999996,0.37,0.11,0.33999999999999997,0.33,Biochemical
2.16,1.24,1.7399999999999998,1.52,6.08,10.26,11.39,8.77,11.600000000000001,8.66,15.64,7.8,9.969999999999999,9.15,6.619999999999999,11.34,17.4,25.729999999999997,32.940000000000005,39.1,54.379999999999995,61.150000000000006,70.22,76.1,79.73,91.05,88.07000000000001,79.49000000000001,79.9,71.8,64.07000000000001,63.12,59.29,61.68,64.98,67.64,62.529999999999994,51.17,38.9,32.73,25.09,15.299999999999999,13.23,16.57,12.15,9.78,4.52,2.73,1.79,0.9199999999999999,0.18,0.52,0.49,0.96,1.34,1.22,0.47000000000000003,0.18,0.06,0.22999999999999998,Inorganic
2.25,0.19,0.75,0.97,4.45,9.06,8.89,6.550000000000001,16.24,14.52,14.42,9.48,6.18,16.41,7.08,8.44,25.900000000000002,26.790000000000003,30.94,46.78,59.58,72.45,87.72999999999999,92.14,92.82000000000001,99.42,100.0,90.71000000000001,85.45,72.92999999999999,64.99000000000001,60.709999999999994,55.879999999999995,59.67,62.74999999999999,54.59,47.86,39.65,20.87,16.509999999999998,18.360000000000003,6.52,7.580000000000001,4.859999999999999,3.53,2.97,2.41,3.7900000000000005,1.1900000000000002,0.73,0.51,0.33999999999999997,1.29,1.0,0.44,0.5700000000000001,0.3,0.35000000000000003,0.21,0.27,Organic
1.25,1.52,2.18,1.7500000000000002,3.62,6.959999999999999,8.73,6.16,12.520000000000001,13.020000000000001,8.88,5.0,6.279999999999999,12.740000000000002,8.01,7.42,20.48,29.5,31.929999999999996,45.67,59.589999999999996,71.00999999999999,82.25,84.25,90.64999999999999,98.02,100.0,87.52,75.83,66.16,57.86,51.28,47.760000000000005,49.94,51.970000000000006,50.71,45.769999999999996,35.05,18.45,18.9,19.67,10.41,5.5,4.92,6.22,5.050000000000001,2.4699999999999998,2.19,1.02,0.47000000000000003,0.19,0.41000000000000003,0.74,0.3,0.5,0.48,0.16999999999999998,0.41000000000000003,0.86,0.58,Organic
1.3,0.06,0.88,4.5600000000000005,5.25,7.779999999999999,9.31,9.41,17.11,14.829999999999998,15.32,11.0,8.9,12.36,11.97,11.450000000000001,21.37,28.38,36.4,54.300000000000004,66.73,79.79,92.73,90.27,91.92,100.0,98.21,90.92,81.84,69.62,59.0,54.47,51.42,53.89000000000001,55.31,53.18000000000001,48.26,37.9,18.310000000000002,17.5,16.79,6.74,6.09,3.75,5.33,2.78,1.79,1.1400000000000001,0.73,1.16,0.9199999999999999,0.7799999999999999,0.41000000000000003,0.13,0.11,0.44999999999999996,0.38999999999999996,0.22,0.22999999999999998,0.16,Organic
1.35,0.44999999999999996,0.51,2.8899999999999997,5.609999999999999,9.29,10.31,8.83,15.959999999999999,19.08,15.76,11.12,11.97,11.74,14.149999999999999,22.15,26.58,27.13,38.62,57.17,67.97,87.47,100.0,89.48,84.2,91.74,93.07,90.5,82.28,69.86,58.309999999999995,49.24,45.629999999999995,51.59,56.699999999999996,52.839999999999996,51.44,37.419999999999995,22.82,11.93,10.879999999999999,4.31,10.7,5.83,0.45999999999999996,4.73,4.08,2.9000000000000004,1.92,0.9400000000000001,0.25,0.37,0.84,1.02,0.96,0.24,0.37,0.27999999999999997,0.3,0.3,Inorganic
0.86,2.15,2.42,4.45,6.67,7.71,4.99,9.06,12.29,11.85,7.75,11.01,10.42,8.53,4.5600000000000005,13.04,26.900000000000002,29.470000000000002,36.69,49.480000000000004,62.74999999999999,81.62,92.36999999999999,87.1,80.52,87.56,100.0,98.58,94.27,81.14,69.87,68.10000000000001,65.91,69.54,72.89999999999999,66.8,59.17,48.99,34.39,23.66,17.16,10.13,7.66,8.450000000000001,2.6,3.3300000000000005,2.0500000000000003,3.09,1.01,0.95,0.47000000000000003,0.72,0.54,0.22,0.16,0.29,0.58,0.5,0.24,0.3,Inorganic
0.67,0.96,0.24,0.58,1.97,6.18,4.32,9.51,8.36,11.799999999999999,9.78,9.09,6.5600000000000005,5.93,8.32,12.97,20.380000000000003,38.11,44.51,52.239999999999995,59.11,65.66,63.080000000000005,59.98,49.58,56.47,69.06,85.13,100.0,91.66,76.75999999999999,61.77,54.67999999999999,55.16,54.63,55.15,45.61,34.660000000000004,33.839999999999996,28.53,25.019999999999996,16.41,16.05,14.91,13.26,6.87,6.02,5.609999999999999,3.06,1.54,0.29,0.48,0.22999999999999998,0.2,0.4,0.19,0.33999999999999997,0.33999999999999997,0.51,0.31,Organic
0.7100000000000001,1.03,1.35,4.9399999999999995,2.53,8.06,7.01,7.380000000000001,1.17,8.98,2.8899999999999997,15.540000000000001,14.37,10.35,14.24,12.27,8.92,20.47,8.27,15.24,30.31,16.08,6.67,14.26,3.95,16.53,33.989999999999995,48.55,52.059999999999995,55.08,61.019999999999996,59.89,67.64,88.97,100.0,95.17,84.59,70.73,66.97,63.260000000000005,51.019999999999996,41.61,28.16,17.05,14.21,9.71,8.790000000000001,8.63,3.55,2.33,2.52,0.43,0.48,0.76,1.24,1.05,0.54,0.32,0.73,0.63,Inorganic
1.76,1.72,5.01,2.85,2.62,3.51,3.62,5.35,2.58,4.74,5.26,18.54,10.4,9.48,9.120000000000001,16.88,15.68,3.75,13.16,20.86,19.759999999999998,9.46,19.650000000000002,12.42,6.16,21.41,46.42,64.71000000000001,63.4,61.07,70.46,53.76,59.34,84.43,94.81,97.05,77.66,63.129999999999995,57.599999999999994,61.480000000000004,54.50000000000001,48.13,34.06,19.16,11.34,6.4,9.11,9.8,5.63,1.87,0.88,0.42,1.7500000000000002,1.71,0.79,0.5,1.1199999999999999,1.79,2.94,0.63,Polymer
2.65,4.3999999999999995,1.37,0.84,3.05,4.38,3.4099999999999997,7.8,8.44,7.79,3.27,20.599999999999998,19.08,10.65,14.57,22.32,20.7,11.05,10.780000000000001,11.65,22.24,6.890000000000001,20.599999999999998,23.84,9.04,22.78,58.720000000000006,84.57000000000001,84.67,76.79,80.55,62.6,65.45,87.47,98.85000000000001,93.47999999999999,69.6,57.330000000000005,58.720000000000006,66.63,56.510000000000005,52.470000000000006,36.84,19.97,15.120000000000001,5.08,9.31,9.82,5.24,1.8800000000000001,1.0,0.38,1.87,1.5599999999999998,0.6799999999999999,0.97,0.73,0.8099999999999999,0.86,0.95,Polymer
3.6799999999999997,4.03,3.17,2.93,8.200000000000001,13.420000000000002,11.61,6.63,1.55,5.06,9.06,25.45,14.64,12.72,12.23,16.689999999999998,14.24,12.85,18.57,11.360000000000001,20.69,2.19,24.0,25.47,2.4,19.23,47.53,70.03,68.25,64.42999999999999,70.63000000000001,53.73,66.01,87.08,95.17999999999999,96.05,77.12,67.72,64.31,67.2,60.35,51.55,38.019999999999996,22.78,15.22,8.01,8.04,7.5200000000000005,5.66,1.7500000000000002,0.58,0.91,1.6,1.6,0.8099999999999999,0.7000000000000001,1.35,0.67,0.7799999999999999,0.6799999999999999,Organic
1.95,1.4200000000000002,1.81,4.06,3.91,2.4899999999999998,8.92,9.73,8.4,11.91,15.22,13.22,14.34,12.44,6.529999999999999,8.9,12.26,18.459999999999997,38.800000000000004,36.58,22.97,26.1,41.93,58.48,56.43,54.48,47.72,68.97,97.97,100.0,95.46,88.35,76.62,65.47,54.47,45.93,46.79,19.869999999999997,6.99,14.93,17.130000000000003,16.54,26.0,38.46,37.54,24.14,10.77,2.2399999999999998,1.55,1.87,1.25,0.27999999999999997,0.67,1.2,0.12,0.22,0.58,0.42,0.67,0.12,Polymer
2.16,2.15,2.73,1.39,3.5700000000000003,7.85,9.06,9.08,11.51,9.73,12.030000000000001,11.020000000000001,11.92,17.62,23.9,21.38,19.29,17.65,7.46,12.65,20.05,15.709999999999999,26.05,53.86,84.39999999999999,100.0,86.83999999999999,67.42,55.37,46.379999999999995,36.09,20.549999999999997,16.2,20.919999999999998,31.0,23.44,10.58,3.83,5.28,12.91,22.41,19.15,15.870000000000001,9.42,8.4,6.7,3.42,4.6899999999999995,3.5700000000000003,1.3599999999999999,0.8200000000000001,1.4000000000000001,0.44,0.52,0.73,0.21,0.47000000000000003,0.24,0.09,0.16999999999999998,Polymer
0.65,1.22,0.6799999999999999,1.08,2.17,2.8400000000000003,5.27,5.75,10.54,11.09,9.370000000000001,8.27,9.2,9.11,14.87,16.66,12.68,13.74,10.95,12.86,21.46,28.89,42.38,61.68,81.67,96.22,82.8,58.160000000000004,46.67,35.39,27.27,14.099999999999998,18.63,21.759999999999998,23.599999999999998,17.25,5.89,6.21,18.47,24.52,29.84,30.409999999999997,22.75,14.799999999999999,11.020000000000001,11.78,6.08,3.3300000000000005,2.76,1.0,0.22999999999999998,0.69,0.25,0.27,0.52,0.36,0.26,0.36,0.06,0.35000000000000003,Polymer
0.36,0.7799999999999999,0.9199999999999999,3.8699999999999997,5.3,11.97,12.43,10.26,12.389999999999999,8.88,9.370000000000001,12.45,15.989999999999998,15.42,18.459999999999997,17.32,14.77,17.48,14.549999999999999,15.790000000000001,22.57,19.75,33.68,58.28,85.05,100.0,84.57000000000001,66.24,55.64,39.25,32.33,20.54,19.2,22.27,31.47,22.68,7.95,7.48,11.66,19.689999999999998,26.19,25.069999999999997,19.830000000000002,9.48,9.31,9.65,3.81,4.35,3.36,0.5499999999999999,0.79,1.1900000000000002,0.5499999999999999,0.35000000000000003,0.36,0.04,0.18,0.49,0.24,0.16,Organic
2.08,1.8599999999999999,1.31,2.11,6.1,6.13,6.12,5.06,9.89,10.93,10.63,11.790000000000001,12.91,15.909999999999998,16.8,19.18,16.150000000000002,16.470000000000002,13.969999999999999,14.26,24.29,28.16,42.9,64.42999999999999,90.61,100.0,80.87,61.19,52.6,36.77,27.46,10.2,13.389999999999999,15.82,19.52,17.87,4.29,10.96,17.62,24.81,31.5,29.2,19.02,6.959999999999999,7.580000000000001,9.1,4.41,2.44,2.65,0.95,1.4000000000000001,0.74,0.63,0.8099999999999999,0.8699999999999999,0.44,0.27999999999999997,0.19,0.49,0.22999999999999998,Inorganic
1.39,2.22,0.89,1.08,2.15,1.3599999999999999,6.59,9.54,7.86,10.15,12.61,8.28,4.93,8.48,15.14,13.96,10.66,19.23,29.909999999999997,32.47,37.97,56.58,74.83,87.57000000000001,90.48,75.11,68.58,70.43,58.64,37.730000000000004,22.06,26.279999999999998,26.72,29.07,19.82,22.88,31.86,28.71,29.21,28.060000000000002,26.82,21.12,15.129999999999999,17.89,18.5,17.169999999999998,8.98,6.5600000000000005,4.45,1.0999999999999999,0.24,0.62,0.72,1.13,0.12,0.22,0.25,0.59,0.38999999999999996,0.48,Polymer
1.09,0.9299999999999999,1.21,3.7800000000000002,6.79,8.63,10.040000000000001,6.64,9.41,10.36,9.719999999999999,5.01,15.459999999999999,34.04,48.04,65.7,77.38000000000001,78.27,81.52000000000001,81.28999999999999,82.97,85.35000000000001,88.7,88.94,89.8,96.67,100.0,91.34,67.62,46.589999999999996,28.95,29.59,17.46,21.12,25.69,22.759999999999998,21.490000000000002,16.009999999999998,3.71,1.17,4.88,2.88,5.970000000000001,4.31,3.6900000000000004,0.25,3.27,2.5700000000000003,1.82,1.08,1.24,0.77,0.22999999999999998,1.17,0.53,0.77,0.76,0.5599999999999999,0.5499999999999999,0.38999999999999996,Inorganic
2.02,1.04,3.25,2.39,8.07,15.290000000000001,11.540000000000001,6.08,13.170000000000002,13.700000000000001,8.43,2.69,12.540000000000001,30.459999999999997,55.84,79.73,83.41,80.57,86.16,87.69,94.13,94.03,94.08999999999999,100.0,97.25,93.08999999999999,93.51,73.17,44.21,32.440000000000005,41.61,46.11,40.31,30.0,24.59,13.48,25.41,22.55,15.98,14.85,8.450000000000001,5.6899999999999995,8.55,12.620000000000001,11.53,5.7,4.26,4.25,2.35,0.06,1.8800000000000001,1.27,0.8099999999999999,0.67,0.43,0.65,0.49,0.54,0.73,0.54,Inorganic
2.39,1.8900000000000001,4.66,4.3999999999999995,6.569999999999999,7.42,13.8,10.99,13.84,13.76,9.379999999999999,2.59,14.99,28.51,57.43000000000001,82.78,86.69,81.31,90.45,90.46,100.0,99.76,98.72,97.61,90.09,97.24000000000001,96.75,76.33,44.34,38.22,47.27,40.07,33.81,31.72,22.220000000000002,7.33,26.919999999999998,18.88,7.12,10.620000000000001,6.94,3.0,8.93,14.59,13.48,3.91,5.46,4.6899999999999995,2.01,0.95,1.55,0.91,1.51,0.8,0.18,0.7799999999999999,0.44999999999999996,0.26,0.36,0.24,Polymer
3.36,2.94,4.760000000000001,5.390000000000001,7.9399999999999995,8.04,11.360000000000001,12.280000000000001,12.35,8.42,3.5700000000000003,6.890000000000001,17.05,32.57,46.02,62.25000000000001,73.27,78.43,79.88,82.61,100.0,98.14,96.2,96.00999999999999,91.18,90.86,79.31,58.77,34.74,42.35,46.33,34.1,28.49,28.470000000000002,17.419999999999998,5.489999999999999,11.92,11.540000000000001,8.55,18.11,12.64,7.99,3.7800000000000002,12.68,11.25,5.050000000000001,9.49,6.77,2.59,1.7000000000000002,0.33,1.5,1.11,0.32,0.35000000000000003,1.69,1.37,0.15,0.69,0.51,Organic
2.31,3.51,0.3,3.04,3.39,8.6,17.380000000000003,13.51,10.63,3.47,5.75,13.819999999999999,22.74,40.38,52.23,68.47,75.21,77.60000000000001,77.08,86.27,100.0,88.73,80.57,87.6,90.66,94.3,88.46000000000001,65.0,29.7,24.23,29.92,22.85,22.770000000000003,15.290000000000001,10.37,3.52,10.73,13.73,13.309999999999999,14.540000000000001,11.15,4.3999999999999995,7.62,13.81,8.309999999999999,6.54,8.44,5.949999999999999,4.97,3.1300000000000003,1.54,1.06,0.97,0.22,0.52,0.72,0.5599999999999999,0.38,0.43,0.3,Organic
1.08,0.86,0.58,4.6,7.5200000000000005,8.870000000000001,10.15,4.9399999999999995,4.72,3.93,11.06,14.12,22.02,29.759999999999998,41.160000000000004,47.54,53.900000000000006,62.79,70.6,79.17999999999999,94.93,100.0,96.45,94.32000000000001,86.58,78.95,65.01,44.92,47.39,61.529999999999994,49.29,31.95,37.35,33.36,10.52,6.710000000000001,3.7900000000000005,4.61,16.939999999999998,21.69,16.77,6.4399999999999995,1.59,7.779999999999999,6.529999999999999,2.1,5.09,3.8699999999999997,2.62,1.01,1.6099999999999999,0.29,0.7799999999999999,1.1400000000000001,0.83,0.58,0.03,0.22999999999999998,0.26,0.27,Inorganic
2.29,3.6900000000000004,0.4,3.75,4.55,14.52,22.11,11.88,7.5,16.31,27.089999999999996,33.58,40.910000000000004,44.0,54.85,72.13000000000001,81.37,91.85,100.0,94.17999999999999,91.16,93.49,74.83999999999999,51.459999999999994,41.06,34.43,69.81,87.13,90.13,80.14,43.8,13.19,17.09,24.84,30.44,23.119999999999997,13.38,20.560000000000002,24.740000000000002,27.900000000000002,16.1,0.5599999999999999,3.51,11.48,13.309999999999999,2.76,7.630000000000001,6.3100000000000005,3.09,2.4,1.15,0.64,0.22,1.22,1.51,0.5599999999999999,0.26,0.29,1.04,1.63,Polymer
1.0,1.94,1.55,4.89,8.39,10.09,16.27,20.71,26.96,29.9,32.42,35.65,39.51,52.01,69.53,84.68,100.0,92.78,85.1,80.10000000000001,81.42,88.25,73.02,61.07,71.59,84.58,63.190000000000005,48.08,62.91,71.52,60.050000000000004,42.35,41.06,39.92,17.299999999999997,19.75,23.7,13.389999999999999,15.83,31.509999999999998,19.68,20.54,12.72,11.29,19.46,21.95,19.3,14.979999999999999,7.7299999999999995,1.96,1.22,1.3,0.73,0.77,0.75,0.6,0.8,0.19,0.53,0.19,Organic
4.09,4.21,5.7299999999999995,1.3,1.83,10.190000000000001,10.54,10.7,23.02,22.59,23.73,33.23,38.269999999999996,48.4,68.12,75.55,95.22,98.26,88.71,82.67999999999999,75.61,82.17,69.67,64.44,69.48,80.14,60.529999999999994,60.84,88.77000000000001,85.57000000000001,55.63,28.970000000000002,36.38,47.86,29.080000000000002,8.99,20.43,17.07,4.07,12.86,15.809999999999999,21.91,17.01,9.71,22.17,27.32,18.740000000000002,10.620000000000001,6.65,4.05,1.13,0.27999999999999997,0.36,1.05,1.2,0.8699999999999999,0.61,0.61,0.3,0.7799999999999999,Biochemical
2.17,3.4000000000000004,3.92,2.36,10.81,11.64,13.98,10.09,11.469999999999999,17.77,40.79,41.13,39.73,50.78,65.09,80.73,98.19,100.0,94.07,84.52,81.06,84.6,62.12,58.15,77.45,82.04,56.010000000000005,29.89,50.09,66.28,57.53,40.550000000000004,37.46,34.81,15.8,14.219999999999999,21.3,18.66,10.03,23.96,22.41,20.29,7.1,16.06,16.689999999999998,17.0,18.29,14.030000000000001,5.06,2.2399999999999998,0.95,0.31,1.03,0.7799999999999999,0.77,0.9400000000000001,0.31,0.3,0.13,0.69,Organic
3.7800000000000002,3.18,4.2299999999999995,3.5000000000000004,17.87,16.35,8.870000000000001,8.17,17.79,20.53,31.35,31.180000000000003,36.86,38.85,58.5,78.68,97.39,100.0,98.42999999999999,86.1,84.43,90.61,58.47,40.33,59.46,67.93,63.89,50.019999999999996,55.779999999999994,48.309999999999995,47.29,33.18,39.69,38.940000000000005,23.14,10.36,13.120000000000001,8.64,25.69,31.790000000000003,26.490000000000002,27.139999999999997,17.130000000000003,5.84,12.3,22.0,21.98,10.74,4.2299999999999995,1.6199999999999999,0.9299999999999999,0.45999999999999996,0.44,0.7799999999999999,1.02,0.65,0.61,0.62,0.43,0.53,Organic
